"Location","Species","Pres","Freq","Freq1","SDFrq1","Rank","Rank1"
"A42","a",0,0.0142,0.01,0.0436,26,1.698
"A43","y",1,1,1,6e-04,1,0.063
"A43","o",1,0.9997,0.9998,0.0041,2,0.126
"A43","x",1,0.9893,0.9913,0.0286,3,0.188
"A43","p",1,0.9789,0.9822,0.0435,4,0.251
"A43","e",1,0.8613,0.873,0.1521,5,0.314
"A43","u",1,0.8393,0.8519,0.1688,6,0.377
"A43","f",1,0.8285,0.8415,0.1766,7,0.439
"A43","s",1,0.6899,0.7057,0.2394,8,0.502
"A43","v",1,0.6899,0.7057,0.2394,9,0.565
"A43","z",1,0.6899,0.7057,0.2394,10,0.628
"A43","n",1,0.6867,0.7025,0.2402,11,0.691
"A43","l",1,0.676,0.6919,0.2428,12,0.753
"A43","h",1,0.6408,0.6569,0.2503,13,0.816
"A43","w",0,0.6167,0.6328,0.2545,14,0.879
"A43","q",0,0.6093,0.6253,0.2557,15,0.942
"A43","k",0,0.6061,0.6221,0.2562,16,1.004
"A43","j",1,0.6035,0.6195,0.2565,17,1.067
"A43","d",1,0.5292,0.5447,0.264,18,1.13
"A43","r",0,0.5231,0.5386,0.2644,19,1.193
"A43","i",1,0.5049,0.5202,0.2651,20,1.256
"A43","t",0,0.3063,0.3175,0.2485,21,1.318
"A43","g",0,0.2962,0.3072,0.2463,22,1.381
"A43","m",0,0.2887,0.2995,0.2446,23,1.444
"A43","c",0,0.1714,0.1783,0.2049,24,1.507
"A43","b",0,0.0035,0.0037,0.0325,25,1.569
"A44","x",1,0.9998,1,0.002,1,0.068
"A44","r",1,0.9998,0.9999,0.0023,2,0.135
"A44","y",1,0.9932,0.9969,0.0182,3,0.203
"A44","z",1,0.987,0.9935,0.0276,4,0.271
"A44","v",1,0.9716,0.9838,0.047,5,0.338
"A44","o",1,0.8989,0.9296,0.1168,6,0.406
"A44","q",1,0.8704,0.9062,0.1406,7,0.473
"A44","m",1,0.6137,0.6676,0.291,8,0.541
"A44","b",1,0.6004,0.6543,0.2946,9,0.609
"A44","f",1,0.5666,0.6202,0.3026,10,0.676
"A44","n",0,0.5279,0.5807,0.3097,11,0.744
"A44","s",1,0.5126,0.5649,0.3119,12,0.812
"A44","p",1,0.5032,0.5551,0.313,13,0.879
"A44","u",1,0.5,0.5519,0.3134,14,0.947
"A44","h",1,0.4846,0.5359,0.3149,15,1.014
"A44","j",1,0.4841,0.5353,0.315,16,1.082
"A44","i",0,0.4806,0.5316,0.3153,17,1.15
"A44","d",1,0.4654,0.5158,0.3164,18,1.217
"A44","t",0,0.4271,0.4754,0.3176,19,1.285
"A44","l",0,0.3985,0.4449,0.317,20,1.353
"A44","a",0,0.3923,0.4383,0.3167,21,1.42
"A44","w",0,0.155,0.1771,0.2483,22,1.488
"A44","k",0,0.0317,0.0366,0.123,23,1.555
"A44","e",0,0.0316,0.0365,0.1229,24,1.623
"A44","g",0,0.0258,0.0298,0.1114,25,1.691
"A44","c",0,0.0132,0.0153,0.0804,26,1.758
"A45","v",1,0.9888,0.955,0.0929,1,0.073
"A45","u",1,0.9837,0.9417,0.1075,2,0.146
"A45","y",1,0.9416,0.8593,0.1802,3,0.218
"A45","r",1,0.9407,0.8578,0.1813,4,0.291
"A45","o",1,0.9403,0.8571,0.1819,5,0.364
"A45","s",1,0.9388,0.8546,0.1838,6,0.437
"A45","x",1,0.9291,0.8391,0.1955,7,0.509
"A45","f",1,0.9163,0.8195,0.2098,8,0.582
"A45","j",1,0.8821,0.7715,0.2428,9,0.655
"A45","g",1,0.8141,0.687,0.2958,10,0.728
"A45","m",1,0.8138,0.6866,0.296,11,0.801
"A45","d",1,0.7574,0.6239,0.3321,12,0.873
"A45","q",1,0.7496,0.6156,0.3367,13,0.946
"A45","i",1,0.7253,0.5902,0.3504,14,1.019
"A45","n",1,0.724,0.5889,0.3512,15,1.092
"A45","k",1,0.7211,0.5859,0.3528,16,1.165
"A45","p",1,0.7113,0.5759,0.3581,17,1.237
"A45","c",1,0.7,0.5644,0.3641,18,1.31
"A45","t",0,0.2542,0.1833,0.2413,19,1.383
"A45","l",0,0.1846,0.1314,0.2082,20,1.456
"A45","z",0,0.0717,0.0501,0.1323,21,1.528
"A45","h",0,0.0568,0.0395,0.118,22,1.601
"A45","e",0,0.0554,0.0386,0.1166,23,1.674
"A45","a",0,0.0129,0.0089,0.0565,24,1.747
"A45","w",0,0.0122,0.0085,0.0551,25,1.82
"A45","b",0,0.01,0.0069,0.0499,26,1.892
"A46","v",1,0.9974,0.996,0.0233,1,0.076
"A46","p",1,0.9867,0.9819,0.0537,2,0.153
"A46","x",1,0.978,0.9711,0.0702,3,0.229
"A46","o",1,0.9754,0.9679,0.0746,4,0.306
"A46","s",1,0.8134,0.7898,0.2376,5,0.382
"A46","u",1,0.8091,0.7853,0.2408,6,0.459
"A46","k",1,0.8066,0.7827,0.2427,7,0.535
"A46","f",1,0.799,0.7748,0.2483,8,0.612
"A46","j",1,0.7958,0.7713,0.2507,9,0.688
"A46","t",1,0.7958,0.7713,0.2507,10,0.764
"A46","y",1,0.7914,0.7668,0.2539,11,0.841
"A46","n",1,0.7906,0.766,0.2545,12,0.917
"A46","i",1,0.6517,0.6246,0.3264,13,0.994
"A46","g",0,0.3605,0.3399,0.3111,14,1.07
"A46","q",0,0.3505,0.3303,0.3087,15,1.147
"A46","r",0,0.3505,0.3303,0.3087,16,1.223
"A46","z",0,0.3462,0.3262,0.3077,17,1.3
"A46","w",0,0.3436,0.3237,0.307,18,1.376
"A46","h",0,0.1982,0.1855,0.2536,19,1.453
"A46","m",0,0.1626,0.152,0.234,20,1.529
"A46","l",0,0.1597,0.1493,0.2322,21,1.605
"A46","b",0,0.1462,0.1365,0.2237,22,1.682
"A46","d",0,0.0243,0.0226,0.0964,23,1.758
"A46","e",0,0.02,0.0186,0.0877,24,1.835
"A46","c",0,0.0191,0.0178,0.0858,25,1.911
"A46","a",0,0.0102,0.0095,0.0628,26,1.988
"A47","v",1,1,1,5e-04,1,0.065
"A47","k",1,0.9907,0.9937,0.0223,2,0.13
"A47","z",1,0.9904,0.9935,0.0227,3,0.195
"A47","w",1,0.9868,0.9908,0.0279,4,0.26
"A47","x",1,0.9454,0.9571,0.0719,5,0.325
"A47","q",1,0.8751,0.8949,0.13,6,0.39
"A47","h",1,0.7567,0.7837,0.2017,7,0.455
"A47","e",1,0.743,0.7705,0.2066,8,0.52
"A47","n",1,0.7394,0.7669,0.2079,9,0.585
"A47","y",1,0.7152,0.7435,0.2157,10,0.65
"A47","o",1,0.7018,0.7303,0.2196,11,0.715
"A47","u",1,0.6606,0.6898,0.2302,12,0.78
"A47","l",1,0.6504,0.6797,0.2325,13,0.845
"A47","j",1,0.6472,0.6765,0.2332,14,0.91
"A47","t",1,0.5358,0.5645,0.2497,15,0.975
"A47","s",1,0.4812,0.5088,0.2527,16,1.04
"A47","d",1,0.4543,0.4811,0.2529,17,1.105
"A47","i",0,0.3673,0.3909,0.2481,18,1.17
"A47","r",0,0.3631,0.3866,0.2477,19,1.235
"A47","m",0,0.3127,0.3338,0.2404,20,1.3
"A47","c",0,0.2477,0.2653,0.2256,21,1.365
"A47","g",0,0.2382,0.2552,0.2229,22,1.43
"A47","b",0,0.1744,0.1875,0.1999,23,1.495
"A47","p",0,0.1333,0.1435,0.1798,24,1.559
"A47","a",0,0.1156,0.1246,0.1695,25,1.624
"A47","f",0,0.0681,0.0735,0.1341,26,1.689
"A48","t",1,1,0.9837,0.0524,1,0.075
"A48","y",1,1,0.9837,0.0524,2,0.15
"A48","m",1,0.9979,0.8904,0.1395,3,0.225
"A48","w",1,0.9974,0.8818,0.1452,4,0.3
"A48","x",1,0.9955,0.8549,0.1624,5,0.375
"A48","p",1,0.9951,0.8514,0.1646,6,0.45
"A48","v",1,0.9951,0.8514,0.1646,7,0.524
"A48","f",1,0.9949,0.8486,0.1663,8,0.599
"A48","q",1,0.9948,0.8481,0.1666,9,0.674
"A48","z",1,0.9914,0.8176,0.1845,10,0.749
"A48","r",1,0.9493,0.6559,0.269,11,0.824
"A48","i",1,0.9469,0.6502,0.2718,12,0.899
"A48","h",1,0.9447,0.6451,0.2743,13,0.974
"A48","o",1,0.8207,0.4593,0.3602,14,1.049
"A48","l",1,0.8163,0.4547,0.3622,15,1.124
"A48","s",1,0.7677,0.4068,0.3831,16,1.199
"A48","n",0,0.557,0.2527,0.1884,17,1.274
"A48","g",0,0.5057,0.2228,0.1733,18,1.349
"A48","e",0,0.4998,0.2195,0.1716,19,1.424
"A48","u",0,0.3754,0.155,0.1399,20,1.498
"A48","a",0,0.3737,0.1542,0.1395,21,1.573
"A48","d",0,0.3716,0.1532,0.139,22,1.648
"A48","k",0,0.1876,0.0717,0.093,23,1.723
"A48","b",0,0.0592,0.0216,0.0507,24,1.798
"A48","j",0,0.0547,0.0199,0.0487,25,1.873
"A48","c",0,0.0081,0.0029,0.0185,26,1.948
"A49","s",1,1,0.9999,0.0021,1,0.06
"A49","u",1,1,0.9999,0.0021,2,0.121
"A49","v",1,0.9785,0.962,0.0676,3,0.181
"A49","o",1,0.971,0.9509,0.079,4,0.242
"A49","x",1,0.971,0.9509,0.079,5,0.302
"A49","y",1,0.971,0.9509,0.079,6,0.363
"A49","t",1,0.8917,0.8493,0.1621,7,0.423
"A49","l",1,0.8877,0.8446,0.1655,8,0.484
"A49","p",1,0.7718,0.7158,0.2356,9,0.544
"A49","m",1,0.7463,0.689,0.2384,10,0.605
"A49","q",1,0.7387,0.6811,0.2392,11,0.665
"A49","z",1,0.7373,0.6796,0.2394,12,0.726
"A49","f",1,0.7162,0.6579,0.2414,13,0.786
"A49","k",1,0.714,0.6556,0.2416,14,0.847
"A49","e",1,0.6796,0.6206,0.2441,15,0.907
"A49","g",1,0.662,0.6029,0.2451,16,0.968
"A49","n",1,0.637,0.578,0.2459,17,1.028
"A49","j",0,0.6232,0.5644,0.2462,18,1.089
"A49","r",0,0.6191,0.5604,0.2463,19,1.149
"A49","d",1,0.4321,0.3823,0.2348,20,1.21
"A49","h",1,0.4284,0.3789,0.2343,21,1.27
"A49","b",0,0.3644,0.3202,0.224,22,1.331
"A49","c",1,0.3492,0.3063,0.2211,23,1.391
"A49","a",1,0.3478,0.305,0.2208,24,1.452
"A49","w",0,0.3332,0.2918,0.2177,25,1.512
"A49","i",0,0.032,0.0273,0.0766,26,1.573
"A5","v",1,0.9935,0.9997,0.0047,1,0.063
"A5","s",1,0.9673,0.9958,0.0211,2,0.125
"A5","l",1,0.9603,0.9942,0.0254,3,0.188
"A5","y",1,0.9603,0.9942,0.0254,4,0.25
"A5","k",1,0.9536,0.9926,0.0296,5,0.313
"A5","t",1,0.8887,0.9701,0.0719,6,0.375
"A5","b",1,0.7981,0.9224,0.1343,7,0.438
"A5","q",0,0.4933,0.6626,0.3099,8,0.5
"A5","w",0,0.4859,0.6547,0.3126,9,0.563
"A5","p",0,0.4857,0.6545,0.3127,10,0.625
"A5","j",0,0.4606,0.6271,0.3214,11,0.688
"A5","u",0,0.4599,0.6264,0.3216,12,0.75
"A5","r",0,0.421,0.5824,0.3328,13,0.813
"A5","o",0,0.4138,0.5742,0.3345,14,0.876
"A5","g",0,0.4136,0.5739,0.3346,15,0.938
"A5","x",0,0.4073,0.5666,0.336,16,1.001
"A5","z",0,0.4073,0.5666,0.336,17,1.063
"A5","m",0,0.3883,0.5441,0.3399,18,1.126
"A5","i",0,0.3813,0.5358,0.3412,19,1.188
"A5","c",0,0.3744,0.5275,0.3423,20,1.251
"A5","h",0,0.324,0.4652,0.3474,21,1.313
"A5","a",0,0.2982,0.4322,0.3475,22,1.376
"A5","n",0,0.1688,0.2558,0.3159,23,1.438
"A5","d",0,0.0926,0.1439,0.258,24,1.501
"A5","e",0,0.0833,0.1298,0.2475,25,1.564
"A5","f",0,2e-04,3e-04,0.0134,26,1.626
"A50","s",1,1,0.9996,0.0062,1,0.068
"A50","t",1,1,0.9996,0.0062,2,0.137
"A50","y",1,1,0.9996,0.0062,3,0.205
"A50","z",1,1,0.9996,0.0062,4,0.274
"A50","k",1,0.9979,0.9854,0.0406,5,0.342
"A50","v",1,0.8483,0.7246,0.2373,6,0.411
"A50","w",1,0.8483,0.7246,0.2373,7,0.479
"A50","x",1,0.8483,0.7246,0.2373,8,0.548
"A50","l",1,0.848,0.7243,0.2375,9,0.616
"A50","c",1,0.8329,0.7058,0.2482,10,0.684
"A50","h",1,0.8309,0.7034,0.2496,11,0.753
"A50","m",1,0.8276,0.6994,0.2518,12,0.821
"A50","p",1,0.8276,0.6994,0.2518,13,0.89
"A50","i",1,0.7925,0.6589,0.2745,14,0.958
"A50","u",1,0.653,0.5151,0.2443,15,1.027
"A50","q",1,0.621,0.4849,0.2405,16,1.095
"A50","n",0,0.6067,0.4717,0.2387,17,1.163
"A50","g",0,0.6064,0.4715,0.2387,18,1.232
"A50","j",0,0.4576,0.3419,0.2163,19,1.3
"A50","e",0,0.4576,0.3419,0.2163,20,1.369
"A50","o",0,0.382,0.2804,0.2014,21,1.437
"A50","r",0,0.3794,0.2783,0.2009,22,1.506
"A50","f",0,0.0382,0.0263,0.0683,23,1.574
"A50","d",0,0.0358,0.0246,0.0662,24,1.643
"A50","b",0,0.0207,0.0142,0.0505,25,1.711
"A50","a",0,0.0125,0.0085,0.0392,26,1.779
"A51","m",1,0.9952,0.9939,0.0239,1,0.058
"A51","q",1,0.9691,0.9637,0.0674,2,0.117
"A51","x",1,0.9461,0.9385,0.0938,3,0.175
"A51","p",1,0.9413,0.9332,0.0988,4,0.233
"A51","t",1,0.9189,0.9091,0.1206,5,0.292
"A51","w",1,0.8901,0.8785,0.1459,6,0.35
"A51","j",1,0.8885,0.8767,0.1473,7,0.408
"A51","o",1,0.8677,0.8549,0.1642,8,0.467
"A51","v",1,0.8596,0.8465,0.1705,9,0.525
"A51","r",1,0.858,0.8448,0.1718,10,0.583
"A51","z",1,0.7839,0.7683,0.2252,11,0.642
"A51","g",1,0.7818,0.7661,0.2267,12,0.7
"A51","u",1,0.6246,0.6075,0.2566,13,0.758
"A51","y",1,0.6246,0.6075,0.2566,14,0.816
"A51","n",1,0.5964,0.5793,0.259,15,0.875
"A51","s",1,0.5947,0.5777,0.2591,16,0.933
"A51","h",0,0.5755,0.5586,0.2602,17,0.991
"A51","k",0,0.5473,0.5306,0.2611,18,1.05
"A51","l",0,0.5254,0.509,0.2613,19,1.108
"A51","i",1,0.511,0.4947,0.2612,20,1.166
"A51","c",1,0.4512,0.436,0.2585,21,1.225
"A51","f",1,0.4267,0.4119,0.2564,22,1.283
"A51","b",0,0.4117,0.3973,0.2548,23,1.341
"A51","a",0,0.4112,0.3968,0.2547,24,1.4
"A51","e",0,0.385,0.3712,0.2514,25,1.458
"A51","d",0,0.1147,0.1098,0.1617,26,1.516
"A52","r",1,1,0.9996,0.0061,1,0.063
"A52","y",1,1,0.9996,0.0061,2,0.126
"A52","x",1,0.9997,0.9965,0.0195,3,0.189
"A52","w",1,0.9817,0.9368,0.0942,4,0.252
"A52","v",1,0.971,0.9132,0.1142,5,0.315
"A52","o",1,0.9588,0.8894,0.1326,6,0.378
"A52","z",1,0.9409,0.8581,0.1552,7,0.442
"A52","m",1,0.9406,0.8577,0.1555,8,0.505
"A52","q",1,0.932,0.8438,0.1651,9,0.568
"A52","g",1,0.9028,0.7999,0.194,10,0.631
"A52","n",1,0.7308,0.5958,0.2622,11,0.694
"A52","s",1,0.7084,0.573,0.2589,12,0.757
"A52","t",1,0.708,0.5725,0.2588,13,0.82
"A52","j",1,0.6953,0.5598,0.2572,14,0.883
"A52","h",1,0.6901,0.5546,0.2565,15,0.946
"A52","k",1,0.6769,0.5415,0.2549,16,1.009
"A52","l",1,0.6704,0.5353,0.2541,17,1.072
"A52","p",1,0.6613,0.5264,0.253,18,1.135
"A52","i",0,0.6343,0.5006,0.2498,19,1.199
"A52","u",0,0.6114,0.4792,0.247,20,1.262
"A52","c",1,0.5981,0.467,0.2453,21,1.325
"A52","e",1,0.3971,0.2948,0.2116,22,1.388
"A52","d",0,0.3834,0.2838,0.2086,23,1.451
"A52","b",0,0.3136,0.2287,0.1919,24,1.514
"A52","f",0,0.0473,0.0329,0.0787,25,1.577
"A52","a",0,0.0089,0.0061,0.0343,26,1.64
"A53","y",1,1,0.9989,0.0124,1,0.07
"A53","r",1,0.9998,0.9935,0.031,2,0.141
"A53","q",1,0.9994,0.9882,0.0423,3,0.211
"A53","t",1,0.997,0.9684,0.0709,4,0.282
"A53","i",1,0.9966,0.9662,0.0736,5,0.352
"A53","z",1,0.9672,0.8694,0.1585,6,0.422
"A53","x",1,0.9655,0.8655,0.1613,7,0.493
"A53","n",1,0.9653,0.865,0.1617,8,0.563
"A53","l",1,0.9616,0.8565,0.1677,9,0.633
"A53","v",1,0.9355,0.8047,0.2027,10,0.704
"A53","p",1,0.6674,0.481,0.3119,11,0.774
"A53","e",1,0.6644,0.4782,0.3106,12,0.845
"A53","s",1,0.6643,0.4781,0.3105,13,0.915
"A53","w",1,0.6383,0.4544,0.3003,14,0.985
"A53","u",1,0.6371,0.4534,0.2999,15,1.056
"A53","c",1,0.6034,0.4237,0.289,16,1.126
"A53","d",1,0.5996,0.4203,0.2879,17,1.196
"A53","m",1,0.5695,0.3947,0.2792,18,1.267
"A53","f",1,0.5658,0.3917,0.2782,19,1.337
"A53","h",1,0.5345,0.3659,0.2697,20,1.408
"A53","o",0,0.405,0.266,0.2345,21,1.478
"A53","a",0,0.4017,0.2637,0.2336,22,1.548
"A53","k",0,0.1023,0.0623,0.1197,23,1.619
"A53","g",0,0.0987,0.0601,0.1176,24,1.689
"A53","j",0,0.0692,0.0418,0.0986,25,1.76
"A54","y",1,0.9832,0.9933,0.0256,1,0.069
"A54","i",1,0.9649,0.9836,0.044,2,0.137
"A54","w",1,0.907,0.9457,0.0937,3,0.206
"A54","s",1,0.7978,0.8593,0.1759,4,0.275
"A54","n",1,0.7577,0.8243,0.2038,5,0.344
"A54","x",1,0.7437,0.8117,0.2116,6,0.412
"A54","q",1,0.7359,0.8047,0.2156,7,0.481
"A54","h",1,0.7319,0.801,0.2177,8,0.55
"A54","m",1,0.7269,0.7964,0.2202,9,0.619
"A54","p",1,0.7008,0.7724,0.2323,10,0.687
"A54","j",1,0.6946,0.7666,0.235,11,0.756
"A54","t",1,0.5724,0.6473,0.2759,12,0.825
"A54","k",1,0.5453,0.6197,0.2821,13,0.894
"A54","u",1,0.5415,0.6158,0.2828,14,0.962
"A54","r",0,0.522,0.5956,0.2865,15,1.031
"A54","z",0,0.522,0.5956,0.2865,16,1.1
"A54","l",1,0.5104,0.5836,0.2885,17,1.169
"A54","v",0,0.46,0.5304,0.2947,18,1.237
"A54","f",0,0.2656,0.3153,0.2814,19,1.306
"A54","b",0,0.2022,0.242,0.261,20,1.375
"A54","o",0,0.1254,0.1516,0.22,21,1.444
"A54","g",0,0.1254,0.1516,0.22,22,1.512
"A54","e",0,0.0467,0.0569,0.143,23,1.581
"A54","d",0,0.0271,0.0331,0.1105,24,1.65
"A54","c",0,0.0208,0.0255,0.0974,25,1.719
"A54","a",0,0.0116,0.0142,0.0731,26,1.787
"A55","o",1,1,0.999,0.0108,1,0.061
"A55","i",1,0.9998,0.9942,0.0262,2,0.122
"A55","u",1,0.9941,0.9537,0.0793,3,0.184
"A55","l",1,0.9692,0.8758,0.1414,4,0.245
"A55","t",1,0.9692,0.8758,0.1414,5,0.306
"A55","s",1,0.9627,0.8607,0.1518,6,0.367
"A55","v",1,0.9264,0.7906,0.1967,7,0.428
"A55","x",1,0.9264,0.7906,0.1967,8,0.489
"A55","k",1,0.9264,0.7905,0.1967,9,0.551
"A55","w",1,0.9264,0.7905,0.1967,10,0.612
"A55","z",1,0.8957,0.7419,0.2256,11,0.673
"A55","f",1,0.8832,0.7238,0.2359,12,0.734
"A55","g",1,0.8486,0.6774,0.2618,13,0.795
"A55","r",1,0.8382,0.6642,0.2689,14,0.856
"A55","n",1,0.8306,0.6549,0.274,15,0.918
"A55","d",1,0.8305,0.6547,0.2741,16,0.979
"A55","b",1,0.8133,0.6342,0.285,17,1.04
"A55","c",1,0.758,0.5726,0.2732,18,1.101
"A55","p",1,0.7573,0.5719,0.2729,19,1.162
"A55","j",1,0.601,0.4233,0.2333,20,1.223
"A55","y",0,0.5434,0.3748,0.2223,21,1.285
"A55","h",0,0.4639,0.3117,0.2065,22,1.346
"A55","m",0,0.4115,0.2721,0.1953,23,1.407
"A55","q",0,0.3245,0.2095,0.1747,24,1.468
"A55","e",0,0.1625,0.1008,0.1253,25,1.529
"A55","a",0,0.0795,0.0484,0.0882,26,1.59
"A56","t",1,1,0.9982,0.0169,1,0.068
"A56","s",1,0.9981,0.968,0.0739,2,0.136
"A56","k",1,0.9785,0.879,0.1542,3,0.205
"A56","y",1,0.9785,0.879,0.1542,4,0.273
"A56","m",1,0.9602,0.83,0.1885,5,0.341
"A56","w",1,0.949,0.8052,0.2047,6,0.409
"A56","z",1,0.9382,0.7835,0.2184,7,0.478
"A56","f",1,0.9382,0.7835,0.2184,8,0.546
"A56","v",1,0.9087,0.7317,0.2496,9,0.614
"A56","j",1,0.894,0.7087,0.2628,10,0.682
"A56","d",1,0.894,0.7087,0.2628,11,0.751
"A56","q",1,0.8791,0.687,0.2751,12,0.819
"A56","p",1,0.8582,0.6583,0.2909,13,0.887
"A56","x",1,0.8582,0.6583,0.2909,14,0.955
"A56","r",1,0.8154,0.6049,0.3192,15,1.024
"A56","n",1,0.8042,0.5919,0.326,16,1.092
"A56","u",1,0.8017,0.5891,0.3274,17,1.16
"A56","o",1,0.7926,0.5788,0.3327,18,1.228
"A56","e",1,0.7842,0.5696,0.3373,19,1.297
"A56","h",1,0.6394,0.4292,0.3167,20,1.365
"A56","l",0,0.1846,0.1061,0.1569,21,1.433
"A56","i",0,0.0657,0.0366,0.0935,22,1.501
"A56","a",0,0.0643,0.0359,0.0925,23,1.57
"A56","b",0,0.0398,0.0221,0.0728,24,1.638
"A56","g",0,0.0122,0.0067,0.0402,25,1.706
"A56","c",0,0.0108,0.006,0.038,26,1.774
"A57","m",1,1,0.9926,0.034,1,0.068
"A57","o",1,1,0.9926,0.034,2,0.137
"A57","x",1,1,0.9926,0.034,3,0.205
"A57","y",1,1,0.9926,0.034,4,0.273
"A57","k",1,1,0.9859,0.0471,5,0.342
"A57","s",1,0.9408,0.7005,0.2488,6,0.41
"A57","n",1,0.9405,0.6999,0.2491,7,0.478
"A57","r",1,0.9263,0.6713,0.264,8,0.547
"A57","q",1,0.925,0.6687,0.2653,9,0.615
"A57","u",1,0.925,0.6687,0.2653,10,0.683
"A57","v",1,0.925,0.6687,0.2653,11,0.752
"A57","z",1,0.925,0.6687,0.2653,12,0.82
"A57","g",1,0.9247,0.6682,0.2655,13,0.888
"A57","l",1,0.9195,0.6586,0.2704,14,0.957
"A57","p",1,0.8869,0.6053,0.297,15,1.025
"A57","t",1,0.8869,0.6053,0.297,16,1.093
"A57","w",1,0.8725,0.5845,0.3072,17,1.162
"A57","j",1,0.8513,0.5564,0.3207,18,1.23
"A57","b",1,0.8404,0.5428,0.3272,19,1.298
"A57","f",1,0.5361,0.2794,0.2031,20,1.367
"A57","e",0,0.4245,0.21,0.1731,21,1.435
"A57","c",0,0.1543,0.069,0.0983,22,1.503
"A57","h",0,0.0951,0.0417,0.0765,23,1.572
"A57","a",0,0.0951,0.0417,0.0765,24,1.64
"A57","d",0,0.0792,0.0346,0.0696,25,1.708
"A57","i",0,0.0647,0.0281,0.0628,26,1.777
"A58","o",1,0.9912,0.9539,0.0977,1,0.071
"A58","i",1,0.9877,0.9427,0.1103,2,0.143
"A58","y",1,0.9836,0.931,0.1223,3,0.214
"A58","u",1,0.9093,0.7899,0.2351,4,0.285
"A58","k",1,0.8878,0.7588,0.2559,5,0.356
"A58","w",1,0.8835,0.7528,0.2598,6,0.428
"A58","r",1,0.8813,0.7498,0.2617,7,0.499
"A58","t",1,0.8747,0.7408,0.2674,8,0.57
"A58","z",1,0.8747,0.7408,0.2674,9,0.642
"A58","q",1,0.8725,0.7379,0.2693,10,0.713
"A58","s",1,0.8632,0.7256,0.277,11,0.784
"A58","x",1,0.8531,0.7127,0.285,12,0.855
"A58","m",1,0.8368,0.6922,0.2974,13,0.927
"A58","h",1,0.8282,0.6818,0.3036,14,0.998
"A58","f",1,0.8185,0.6703,0.3104,15,1.069
"A58","j",1,0.8004,0.6492,0.3225,16,1.141
"A58","n",1,0.8004,0.6492,0.3225,17,1.212
"A58","d",1,0.8004,0.6492,0.3225,18,1.283
"A58","v",0,0.2359,0.1605,0.2388,19,1.354
"A58","p",0,0.1429,0.0954,0.1877,20,1.426
"A58","c",0,0.117,0.0777,0.1703,21,1.497
"A58","g",0,0.117,0.0777,0.1703,22,1.568
"A58","l",0,0.0899,0.0594,0.1497,23,1.64
"A58","b",0,0.0442,0.029,0.1055,24,1.711
"A58","a",0,0.001,6e-04,0.0159,25,1.782
"A58","e",0,2e-04,1e-04,0.0076,26,1.853
"A59","w",1,0.967,0.9636,0.0695,1,0.064
"A59","q",1,0.963,0.9593,0.0744,2,0.129
"A59","v",1,0.8922,0.8851,0.1442,3,0.193
"A59","k",1,0.8882,0.881,0.1476,4,0.258
"A59","n",1,0.8671,0.8591,0.165,5,0.322
"A59","l",1,0.8592,0.851,0.1712,6,0.387
"A59","s",1,0.8073,0.798,0.2099,7,0.451
"A59","u",1,0.8073,0.798,0.2099,8,0.515
"A59","z",1,0.8041,0.7947,0.2122,9,0.58
"A59","e",1,0.8001,0.7907,0.215,10,0.644
"A59","y",1,0.7821,0.7724,0.2275,11,0.709
"A59","p",1,0.7781,0.7683,0.2302,12,0.773
"A59","x",1,0.7042,0.6937,0.2532,13,0.838
"A59","j",1,0.6743,0.6637,0.259,14,0.902
"A59","t",1,0.6193,0.6086,0.2669,15,0.966
"A59","m",1,0.6074,0.5967,0.2681,16,1.031
"A59","r",1,0.6074,0.5967,0.2681,17,1.095
"A59","g",1,0.5248,0.5145,0.2725,18,1.16
"A59","o",1,0.5115,0.5013,0.2725,19,1.224
"A59","b",1,0.4991,0.4891,0.2723,20,1.288
"A59","h",0,0.2219,0.2162,0.2232,21,1.353
"A59","d",0,0.188,0.1831,0.2096,22,1.417
"A59","f",0,0.166,0.1616,0.1994,23,1.482
"A59","i",0,0.1413,0.1376,0.1866,24,1.546
"A59","c",0,0.0257,0.025,0.0844,25,1.611
"A6","p",1,1,1,2e-04,1,0.062
"A6","u",1,1,1,2e-04,2,0.125
"A6","v",1,1,1,2e-04,3,0.187
"A6","k",1,0.9998,1,0.0011,4,0.249
"A6","f",1,0.9641,0.9848,0.0398,5,0.312
"A6","s",1,0.9298,0.9647,0.068,6,0.374
"A6","l",0,0.6518,0.735,0.2361,7,0.436
"A6","y",0,0.6518,0.735,0.2361,8,0.499
"A6","o",0,0.6508,0.734,0.2365,9,0.561
"A6","x",0,0.6508,0.734,0.2365,10,0.623
"A6","m",1,0.633,0.7168,0.2426,11,0.685
"A6","z",0,0.6159,0.7001,0.2481,12,0.748
"A6","j",0,0.6052,0.6896,0.2513,13,0.81
"A6","g",1,0.4648,0.5448,0.2794,14,0.872
"A6","q",0,0.449,0.5278,0.2809,15,0.935
"A6","n",0,0.449,0.5277,0.2809,16,0.997
"A6","w",0,0.449,0.5277,0.2809,17,1.059
"A6","t",0,0.448,0.5266,0.281,18,1.122
"A6","h",0,0.4129,0.4885,0.283,19,1.184
"A6","i",0,0.4129,0.4885,0.283,20,1.246
"A6","d",0,0.3441,0.4119,0.2815,21,1.309
"A6","r",0,0.2728,0.3304,0.2714,22,1.371
"A6","b",0,0.2379,0.2896,0.2628,23,1.433
