"Location","Species","Pres","Freq","Freq1","SDFrq1","Rank","Rank1"
"TQ20","Species 18",0,0.1164,0.7399,0.2003,2,0.135
"TQ20","Species 19",0,0.1164,0.7399,0.2003,3,0.203
"TQ20","Species 2",0,0.1164,0.7399,0.2003,4,0.27
"TQ20","Species 20",0,0.1164,0.7399,0.2003,5,0.338
"TQ20","Species 3",0,0.1164,0.7399,0.2003,6,0.406
"TQ20","Species 4",0,0.1164,0.7399,0.2003,7,0.473
"TQ20","Species 5",0,0.1164,0.7399,0.2003,8,0.541
"TQ20","Species 6",0,0.1164,0.7399,0.2003,9,0.608
"TQ20","Species 7",0,0.1164,0.7399,0.2003,10,0.676
"TQ20","Species 8",0,0.1164,0.7399,0.2003,11,0.743
"TQ20","Species 10",0,0.1164,0.7399,0.2003,12,0.811
"TQ20","Species 9",0,0.1164,0.7399,0.2003,13,0.879
"TQ20","Species 11",0,0.1164,0.7399,0.2003,14,0.946
"TQ20","Species 12",0,0.1164,0.7399,0.2003,15,1.014
"TQ20","Species 13",0,0.1164,0.7399,0.2003,16,1.081
"TQ20","Species 14",0,0.1164,0.7399,0.2003,17,1.149
"TQ20","Species 15",0,0.1164,0.7399,0.2003,18,1.217
"TQ20","Species 16",0,0.1164,0.7399,0.2003,19,1.284
"TQ20","Species 17",0,0.1164,0.7399,0.2003,20,1.352
"TQ21","Species 1",0,0.1447,0.7401,0.1533,1,0.068
"TQ21","Species 18",0,0.1447,0.7401,0.1533,2,0.135
"TQ21","Species 19",0,0.1447,0.7401,0.1533,3,0.203
"TQ21","Species 2",0,0.1447,0.7401,0.1533,4,0.27
"TQ21","Species 20",0,0.1447,0.7401,0.1533,5,0.338
"TQ21","Species 3",0,0.1447,0.7401,0.1533,6,0.405
"TQ21","Species 4",0,0.1447,0.7401,0.1533,7,0.473
"TQ21","Species 5",0,0.1447,0.7401,0.1533,8,0.54
"TQ21","Species 6",0,0.1447,0.7401,0.1533,9,0.608
"TQ21","Species 7",0,0.1447,0.7401,0.1533,10,0.675
"TQ21","Species 8",0,0.1447,0.7401,0.1533,11,0.743
"TQ21","Species 10",0,0.1447,0.7401,0.1533,12,0.811
"TQ21","Species 9",0,0.1447,0.7401,0.1533,13,0.878
"TQ21","Species 11",0,0.1447,0.7401,0.1533,14,0.946
"TQ21","Species 12",0,0.1447,0.7401,0.1533,15,1.013
"TQ21","Species 13",0,0.1447,0.7401,0.1533,16,1.081
"TQ21","Species 14",0,0.1447,0.7401,0.1533,17,1.148
"TQ21","Species 15",0,0.1447,0.7401,0.1533,18,1.216
"TQ21","Species 16",0,0.1447,0.7401,0.1533,19,1.283
"TQ21","Species 17",0,0.1447,0.7401,0.1533,20,1.351
"TQ22","Species 1",0,0.114,0.7399,0.1762,1,0.068
"TQ22","Species 18",0,0.114,0.7399,0.1762,2,0.135
"TQ22","Species 19",0,0.114,0.7399,0.1762,3,0.203
"TQ22","Species 2",0,0.114,0.7399,0.1762,4,0.27
"TQ22","Species 20",0,0.114,0.7399,0.1762,5,0.338
"TQ22","Species 3",0,0.114,0.7399,0.1762,6,0.406
"TQ22","Species 4",0,0.114,0.7399,0.1762,7,0.473
"TQ22","Species 5",0,0.114,0.7399,0.1762,8,0.541
"TQ22","Species 6",0,0.114,0.7399,0.1762,9,0.608
"TQ22","Species 7",0,0.114,0.7399,0.1762,10,0.676
"TQ22","Species 8",0,0.114,0.7399,0.1762,11,0.743
"TQ22","Species 10",0,0.114,0.7399,0.1762,12,0.811
"TQ22","Species 9",0,0.114,0.7399,0.1762,13,0.879
"TQ22","Species 11",0,0.114,0.7399,0.1762,14,0.946
"TQ22","Species 12",0,0.114,0.7399,0.1762,15,1.014
"TQ22","Species 13",0,0.114,0.7399,0.1762,16,1.081
"TQ22","Species 14",0,0.114,0.7399,0.1762,17,1.149
"TQ22","Species 15",0,0.114,0.7399,0.1762,18,1.217
"TQ22","Species 16",0,0.114,0.7399,0.1762,19,1.284
"TQ22","Species 17",0,0.114,0.7399,0.1762,20,1.352
"TQ23","Species 1",0,0.0447,0.7399,0.3209,1,0.068
"TQ23","Species 18",0,0.0447,0.7399,0.3209,2,0.135
"TQ23","Species 19",0,0.0447,0.7399,0.3209,3,0.203
"TQ23","Species 2",0,0.0447,0.7399,0.3209,4,0.27
"TQ23","Species 20",0,0.0447,0.7399,0.3209,5,0.338
"TQ23","Species 3",0,0.0447,0.7399,0.3209,6,0.406
"TQ23","Species 4",0,0.0447,0.7399,0.3209,7,0.473
"TQ23","Species 5",0,0.0447,0.7399,0.3209,8,0.541
"TQ23","Species 6",0,0.0447,0.7399,0.3209,9,0.608
"TQ23","Species 7",0,0.0447,0.7399,0.3209,10,0.676
"TQ23","Species 8",0,0.0447,0.7399,0.3209,11,0.743
"TQ23","Species 10",0,0.0447,0.7399,0.3209,12,0.811
"TQ23","Species 9",0,0.0447,0.7399,0.3209,13,0.879
"TQ23","Species 11",0,0.0447,0.7399,0.3209,14,0.946
"TQ23","Species 12",0,0.0447,0.7399,0.3209,15,1.014
"TQ23","Species 13",0,0.0447,0.7399,0.3209,16,1.081
"TQ23","Species 14",0,0.0447,0.7399,0.3209,17,1.149
"TQ23","Species 15",0,0.0447,0.7399,0.3209,18,1.217
"TQ23","Species 16",0,0.0447,0.7399,0.3209,19,1.284
"TQ23","Species 17",0,0.0447,0.7399,0.3209,20,1.352
"TQ24","Species 1",0,0.062,0.7399,0.2428,1,0.068
"TQ24","Species 18",0,0.062,0.7399,0.2428,2,0.135
"TQ24","Species 19",0,0.062,0.7399,0.2428,3,0.203
"TQ24","Species 2",0,0.062,0.7399,0.2428,4,0.27
"TQ24","Species 20",0,0.062,0.7399,0.2428,5,0.338
"TQ24","Species 3",0,0.062,0.7399,0.2428,6,0.406
"TQ24","Species 4",0,0.062,0.7399,0.2428,7,0.473
"TQ24","Species 5",0,0.062,0.7399,0.2428,8,0.541
"TQ24","Species 6",0,0.062,0.7399,0.2428,9,0.608
"TQ24","Species 7",0,0.062,0.7399,0.2428,10,0.676
"TQ24","Species 8",0,0.062,0.7399,0.2428,11,0.743
"TQ24","Species 10",0,0.062,0.7399,0.2428,12,0.811
"TQ24","Species 9",0,0.062,0.7399,0.2428,13,0.879
"TQ24","Species 11",0,0.062,0.7399,0.2428,14,0.946
"TQ24","Species 12",0,0.062,0.7399,0.2428,15,1.014
"TQ24","Species 13",0,0.062,0.7399,0.2428,16,1.081
"TQ24","Species 14",0,0.062,0.7399,0.2428,17,1.149
"TQ24","Species 15",0,0.062,0.7399,0.2428,18,1.217
"TQ24","Species 16",0,0.062,0.7399,0.2428,19,1.284
"TQ24","Species 17",0,0.062,0.7399,0.2428,20,1.352
"TQ25","Species 1",0,0.039,0.7399,0.3113,1,0.068
"TQ25","Species 18",0,0.039,0.7399,0.3113,2,0.135
"TQ25","Species 19",0,0.039,0.7399,0.3113,3,0.203
"TQ25","Species 2",0,0.039,0.7399,0.3113,4,0.27
"TQ25","Species 20",0,0.039,0.7399,0.3113,5,0.338
"TQ25","Species 3",0,0.039,0.7399,0.3113,6,0.406
"TQ25","Species 4",0,0.039,0.7399,0.3113,7,0.473
"TQ25","Species 5",0,0.039,0.7399,0.3113,8,0.541
"TQ25","Species 6",0,0.039,0.7399,0.3113,9,0.608
"TQ25","Species 7",0,0.039,0.7399,0.3113,10,0.676
"TQ25","Species 8",0,0.039,0.7399,0.3113,11,0.743
"TQ25","Species 10",0,0.039,0.7399,0.3113,12,0.811
"TQ25","Species 9",0,0.039,0.7399,0.3113,13,0.879
"TQ25","Species 11",0,0.039,0.7399,0.3113,14,0.946
"TQ25","Species 12",0,0.039,0.7399,0.3113,15,1.014
"TQ25","Species 13",0,0.039,0.7399,0.3113,16,1.081
"TQ25","Species 14",0,0.039,0.7399,0.3113,17,1.149
"TQ25","Species 15",0,0.039,0.7399,0.3113,18,1.217
"TQ25","Species 16",0,0.039,0.7399,0.3113,19,1.284
"TQ25","Species 17",0,0.039,0.7399,0.3113,20,1.352
"TQ26","Species 1",0,0.0424,0.7399,0.3091,1,0.068
"TQ26","Species 18",0,0.0424,0.7399,0.3091,2,0.135
"TQ26","Species 19",0,0.0424,0.7399,0.3091,3,0.203
"TQ26","Species 2",0,0.0424,0.7399,0.3091,4,0.27
"TQ26","Species 20",0,0.0424,0.7399,0.3091,5,0.338
"TQ26","Species 3",0,0.0424,0.7399,0.3091,6,0.406
"TQ26","Species 4",0,0.0424,0.7399,0.3091,7,0.473
"TQ26","Species 5",0,0.0424,0.7399,0.3091,8,0.541
"TQ26","Species 6",0,0.0424,0.7399,0.3091,9,0.608
"TQ26","Species 7",0,0.0424,0.7399,0.3091,10,0.676
"TQ26","Species 8",0,0.0424,0.7399,0.3091,11,0.743
"TQ26","Species 10",0,0.0424,0.7399,0.3091,12,0.811
"TQ26","Species 9",0,0.0424,0.7399,0.3091,13,0.879
"TQ26","Species 11",0,0.0424,0.7399,0.3091,14,0.946
"TQ26","Species 12",0,0.0424,0.7399,0.3091,15,1.014
"TQ26","Species 13",0,0.0424,0.7399,0.3091,16,1.081
"TQ26","Species 14",0,0.0424,0.7399,0.3091,17,1.149
"TQ26","Species 15",0,0.0424,0.7399,0.3091,18,1.217
"TQ26","Species 16",0,0.0424,0.7399,0.3091,19,1.284
"TQ26","Species 17",0,0.0424,0.7399,0.3091,20,1.352
"TQ27","Species 1",0,0.0416,0.7399,0.3002,1,0.068
"TQ27","Species 18",0,0.0416,0.7399,0.3002,2,0.135
"TQ27","Species 19",0,0.0416,0.7399,0.3002,3,0.203
"TQ27","Species 2",0,0.0416,0.7399,0.3002,4,0.27
"TQ27","Species 20",0,0.0416,0.7399,0.3002,5,0.338
"TQ27","Species 3",0,0.0416,0.7399,0.3002,6,0.406
"TQ27","Species 4",0,0.0416,0.7399,0.3002,7,0.473
"TQ27","Species 5",0,0.0416,0.7399,0.3002,8,0.541
"TQ27","Species 6",0,0.0416,0.7399,0.3002,9,0.608
"TQ27","Species 7",0,0.0416,0.7399,0.3002,10,0.676
"TQ27","Species 8",0,0.0416,0.7399,0.3002,11,0.743
"TQ27","Species 10",0,0.0416,0.7399,0.3002,12,0.811
"TQ27","Species 9",0,0.0416,0.7399,0.3002,13,0.879
"TQ27","Species 11",0,0.0416,0.7399,0.3002,14,0.946
"TQ27","Species 12",0,0.0416,0.7399,0.3002,15,1.014
"TQ27","Species 13",0,0.0416,0.7399,0.3002,16,1.081
"TQ27","Species 14",0,0.0416,0.7399,0.3002,17,1.149
"TQ27","Species 15",0,0.0416,0.7399,0.3002,18,1.217
"TQ27","Species 16",0,0.0416,0.7399,0.3002,19,1.284
"TQ27","Species 17",0,0.0416,0.7399,0.3002,20,1.352
"TQ28","Species 1",0,0.0463,0.7399,0.2793,1,0.068
"TQ28","Species 18",0,0.0463,0.7399,0.2793,2,0.135
"TQ28","Species 19",0,0.0463,0.7399,0.2793,3,0.203
"TQ28","Species 2",0,0.0463,0.7399,0.2793,4,0.27
"TQ28","Species 20",0,0.0463,0.7399,0.2793,5,0.338
"TQ28","Species 3",0,0.0463,0.7399,0.2793,6,0.406
"TQ28","Species 4",0,0.0463,0.7399,0.2793,7,0.473
"TQ28","Species 5",0,0.0463,0.7399,0.2793,8,0.541
"TQ28","Species 6",0,0.0463,0.7399,0.2793,9,0.608
"TQ28","Species 7",0,0.0463,0.7399,0.2793,10,0.676
"TQ28","Species 8",0,0.0463,0.7399,0.2793,11,0.743
"TQ28","Species 10",0,0.0463,0.7399,0.2793,12,0.811
"TQ28","Species 9",0,0.0463,0.7399,0.2793,13,0.879
"TQ28","Species 11",0,0.0463,0.7399,0.2793,14,0.946
"TQ28","Species 12",0,0.0463,0.7399,0.2793,15,1.014
"TQ28","Species 13",0,0.0463,0.7399,0.2793,16,1.081
"TQ28","Species 14",0,0.0463,0.7399,0.2793,17,1.149
"TQ28","Species 15",0,0.0463,0.7399,0.2793,18,1.217
"TQ28","Species 16",0,0.0463,0.7399,0.2793,19,1.284
"TQ28","Species 17",0,0.0463,0.7399,0.2793,20,1.352
"TQ29","Species 1",0,0.0371,0.7399,0.3328,1,0.068
"TQ29","Species 18",0,0.0371,0.7399,0.3328,2,0.135
"TQ29","Species 19",0,0.0371,0.7399,0.3328,3,0.203
"TQ29","Species 2",0,0.0371,0.7399,0.3328,4,0.27
"TQ29","Species 20",0,0.0371,0.7399,0.3328,5,0.338
"TQ29","Species 3",0,0.0371,0.7399,0.3328,6,0.406
"TQ29","Species 4",0,0.0371,0.7399,0.3328,7,0.473
"TQ29","Species 5",0,0.0371,0.7399,0.3328,8,0.541
"TQ29","Species 6",0,0.0371,0.7399,0.3328,9,0.608
"TQ29","Species 7",0,0.0371,0.7399,0.3328,10,0.676
"TQ29","Species 8",0,0.0371,0.7399,0.3328,11,0.743
"TQ29","Species 10",0,0.0371,0.7399,0.3328,12,0.811
"TQ29","Species 9",0,0.0371,0.7399,0.3328,13,0.879
"TQ29","Species 11",0,0.0371,0.7399,0.3328,14,0.946
"TQ29","Species 12",0,0.0371,0.7399,0.3328,15,1.014
"TQ29","Species 13",0,0.0371,0.7399,0.3328,16,1.081
"TQ29","Species 14",0,0.0371,0.7399,0.3328,17,1.149
"TQ29","Species 15",0,0.0371,0.7399,0.3328,18,1.217
"TQ29","Species 16",0,0.0371,0.7399,0.3328,19,1.284
"TQ29","Species 17",0,0.0371,0.7399,0.3328,20,1.352
"TQ30","Species 1",0,0.0999,0.7399,0.2204,1,0.068
"TQ30","Species 18",0,0.0999,0.7399,0.2204,2,0.135
"TQ30","Species 19",0,0.0999,0.7399,0.2204,3,0.203
"TQ30","Species 2",0,0.0999,0.7399,0.2204,4,0.27
"TQ30","Species 20",0,0.0999,0.7399,0.2204,5,0.338
"TQ30","Species 3",0,0.0999,0.7399,0.2204,6,0.406
"TQ30","Species 4",0,0.0999,0.7399,0.2204,7,0.473
"TQ30","Species 5",0,0.0999,0.7399,0.2204,8,0.541
"TQ30","Species 6",0,0.0999,0.7399,0.2204,9,0.608
"TQ30","Species 7",0,0.0999,0.7399,0.2204,10,0.676
"TQ30","Species 8",0,0.0999,0.7399,0.2204,11,0.743
"TQ30","Species 10",0,0.0999,0.7399,0.2204,12,0.811
"TQ30","Species 9",0,0.0999,0.7399,0.2204,13,0.879
"TQ30","Species 11",0,0.0999,0.7399,0.2204,14,0.946
"TQ30","Species 12",0,0.0999,0.7399,0.2204,15,1.014
"TQ30","Species 13",0,0.0999,0.7399,0.2204,16,1.081
"TQ30","Species 14",0,0.0999,0.7399,0.2204,17,1.149
"TQ30","Species 15",0,0.0999,0.7399,0.2204,18,1.217
"TQ30","Species 16",0,0.0999,0.7399,0.2204,19,1.284
"TQ30","Species 17",0,0.0999,0.7399,0.2204,20,1.352
"TQ31","Species 1",0,0.1772,0.7401,0.1336,1,0.068
"TQ31","Species 18",0,0.1772,0.7401,0.1336,2,0.135
"TQ31","Species 19",0,0.1772,0.7401,0.1336,3,0.203
"TQ31","Species 2",0,0.1772,0.7401,0.1336,4,0.27
"TQ31","Species 20",0,0.1772,0.7401,0.1336,5,0.338
"TQ31","Species 3",0,0.1772,0.7401,0.1336,6,0.405
"TQ31","Species 4",0,0.1772,0.7401,0.1336,7,0.473
"TQ31","Species 5",0,0.1772,0.7401,0.1336,8,0.54
"TQ31","Species 6",0,0.1772,0.7401,0.1336,9,0.608
"TQ31","Species 7",0,0.1772,0.7401,0.1336,10,0.675
"TQ31","Species 8",0,0.1772,0.7401,0.1336,11,0.743
"TQ31","Species 10",0,0.1772,0.7401,0.1336,12,0.811
"TQ31","Species 9",0,0.1772,0.7401,0.1336,13,0.878
"TQ31","Species 11",0,0.1772,0.7401,0.1336,14,0.946
"TQ31","Species 12",0,0.1772,0.7401,0.1336,15,1.013
"TQ31","Species 13",0,0.1772,0.7401,0.1336,16,1.081
"TQ31","Species 14",0,0.1772,0.7401,0.1336,17,1.148
"TQ31","Species 15",0,0.1772,0.7401,0.1336,18,1.216
"TQ31","Species 16",0,0.1772,0.7401,0.1336,19,1.283
"TQ31","Species 17",0,0.1772,0.7401,0.1336,20,1.351
"TQ32","Species 1",0,0.14,0.7401,0.1535,1,0.068
"TQ32","Species 18",0,0.14,0.7401,0.1535,2,0.135
"TQ32","Species 19",0,0.14,0.7401,0.1535,3,0.203
"TQ32","Species 2",0,0.14,0.7401,0.1535,4,0.27
"TQ32","Species 20",0,0.14,0.7401,0.1535,5,0.338
"TQ32","Species 3",0,0.14,0.7401,0.1535,6,0.405
"TQ32","Species 4",0,0.14,0.7401,0.1535,7,0.473
"TQ32","Species 5",0,0.14,0.7401,0.1535,8,0.54
"TQ32","Species 6",0,0.14,0.7401,0.1535,9,0.608
"TQ32","Species 7",0,0.14,0.7401,0.1535,10,0.675
"TQ32","Species 8",0,0.14,0.7401,0.1535,11,0.743
"TQ32","Species 10",0,0.14,0.7401,0.1535,12,0.811
"TQ32","Species 9",0,0.14,0.7401,0.1535,13,0.878
"TQ32","Species 11",0,0.14,0.7401,0.1535,14,0.946
"TQ32","Species 12",0,0.14,0.7401,0.1535,15,1.013
"TQ32","Species 13",0,0.14,0.7401,0.1535,16,1.081
"TQ32","Species 14",0,0.14,0.7401,0.1535,17,1.148
"TQ32","Species 15",0,0.14,0.7401,0.1535,18,1.216
"TQ32","Species 16",0,0.14,0.7401,0.1535,19,1.283
"TQ32","Species 17",0,0.14,0.7401,0.1535,20,1.351
"TQ33","Species 1",0,0.0974,0.7399,0.1915,1,0.068
"TQ33","Species 18",0,0.0974,0.7399,0.1915,2,0.135
"TQ33","Species 19",0,0.0974,0.7399,0.1915,3,0.203
"TQ33","Species 2",0,0.0974,0.7399,0.1915,4,0.27
"TQ33","Species 20",0,0.0974,0.7399,0.1915,5,0.338
"TQ33","Species 3",0,0.0974,0.7399,0.1915,6,0.406
"TQ33","Species 4",0,0.0974,0.7399,0.1915,7,0.473
"TQ33","Species 5",0,0.0974,0.7399,0.1915,8,0.541
"TQ33","Species 6",0,0.0974,0.7399,0.1915,9,0.608
"TQ33","Species 7",0,0.0974,0.7399,0.1915,10,0.676
"TQ33","Species 8",0,0.0974,0.7399,0.1915,11,0.743
"TQ33","Species 10",0,0.0974,0.7399,0.1915,12,0.811
"TQ33","Species 9",0,0.0974,0.7399,0.1915,13,0.879
"TQ33","Species 11",0,0.0974,0.7399,0.1915,14,0.946
"TQ33","Species 12",0,0.0974,0.7399,0.1915,15,1.014
"TQ33","Species 13",0,0.0974,0.7399,0.1915,16,1.081
"TQ33","Species 14",0,0.0974,0.7399,0.1915,17,1.149
"TQ33","Species 15",0,0.0974,0.7399,0.1915,18,1.217
"TQ33","Species 16",0,0.0974,0.7399,0.1915,19,1.284
"TQ33","Species 17",0,0.0974,0.7399,0.1915,20,1.352
"TQ34","Species 1",0,0.158,0.7401,0.1441,1,0.068
"TQ34","Species 18",0,0.158,0.7401,0.1441,2,0.135
"TQ34","Species 19",0,0.158,0.7401,0.1441,3,0.203
"TQ34","Species 2",0,0.158,0.7401,0.1441,4,0.27
"TQ34","Species 20",0,0.158,0.7401,0.1441,5,0.338
"TQ34","Species 3",0,0.158,0.7401,0.1441,6,0.405
"TQ34","Species 4",0,0.158,0.7401,0.1441,7,0.473
"TQ34","Species 5",0,0.158,0.7401,0.1441,8,0.54
"TQ34","Species 6",0,0.158,0.7401,0.1441,9,0.608
"TQ34","Species 7",0,0.158,0.7401,0.1441,10,0.675
"TQ34","Species 8",0,0.158,0.7401,0.1441,11,0.743
"TQ34","Species 10",0,0.158,0.7401,0.1441,12,0.811
"TQ34","Species 9",0,0.158,0.7401,0.1441,13,0.878
"TQ34","Species 11",0,0.158,0.7401,0.1441,14,0.946
"TQ34","Species 12",0,0.158,0.7401,0.1441,15,1.013
"TQ34","Species 13",0,0.158,0.7401,0.1441,16,1.081
"TQ34","Species 14",0,0.158,0.7401,0.1441,17,1.148
"TQ34","Species 15",0,0.158,0.7401,0.1441,18,1.216
"TQ34","Species 16",0,0.158,0.7401,0.1441,19,1.283
"TQ34","Species 17",0,0.158,0.7401,0.1441,20,1.351
"TQ35","Species 1",0,0.0652,0.7399,0.2303,1,0.068
"TQ35","Species 18",0,0.0652,0.7399,0.2303,2,0.135
"TQ35","Species 19",0,0.0652,0.7399,0.2303,3,0.203
"TQ35","Species 2",0,0.0652,0.7399,0.2303,4,0.27
"TQ35","Species 20",0,0.0652,0.7399,0.2303,5,0.338
"TQ35","Species 3",0,0.0652,0.7399,0.2303,6,0.406
"TQ35","Species 4",0,0.0652,0.7399,0.2303,7,0.473
"TQ35","Species 5",0,0.0652,0.7399,0.2303,8,0.541
"TQ35","Species 6",0,0.0652,0.7399,0.2303,9,0.608
"TQ35","Species 7",0,0.0652,0.7399,0.2303,10,0.676
"TQ35","Species 8",0,0.0652,0.7399,0.2303,11,0.743
"TQ35","Species 10",0,0.0652,0.7399,0.2303,12,0.811
"TQ35","Species 9",0,0.0652,0.7399,0.2303,13,0.879
"TQ35","Species 11",0,0.0652,0.7399,0.2303,14,0.946
"TQ35","Species 12",0,0.0652,0.7399,0.2303,15,1.014
"TQ35","Species 13",0,0.0652,0.7399,0.2303,16,1.081
"TQ35","Species 14",0,0.0652,0.7399,0.2303,17,1.149
"TQ35","Species 15",0,0.0652,0.7399,0.2303,18,1.217
"TQ35","Species 16",0,0.0652,0.7399,0.2303,19,1.284
"TQ35","Species 17",0,0.0652,0.7399,0.2303,20,1.352
"TQ36","Species 1",0,0.0799,0.7399,0.2073,1,0.068
"TQ36","Species 18",0,0.0799,0.7399,0.2073,2,0.135
"TQ36","Species 19",0,0.0799,0.7399,0.2073,3,0.203
"TQ36","Species 2",0,0.0799,0.7399,0.2073,4,0.27
"TQ36","Species 20",0,0.0799,0.7399,0.2073,5,0.338
"TQ36","Species 3",0,0.0799,0.7399,0.2073,6,0.405
"TQ36","Species 4",0,0.0799,0.7399,0.2073,7,0.473
"TQ36","Species 5",0,0.0799,0.7399,0.2073,8,0.541
"TQ36","Species 6",0,0.0799,0.7399,0.2073,9,0.608
"TQ36","Species 7",0,0.0799,0.7399,0.2073,10,0.676
"TQ36","Species 8",0,0.0799,0.7399,0.2073,11,0.743
"TQ36","Species 10",0,0.0799,0.7399,0.2073,12,0.811
"TQ36","Species 9",0,0.0799,0.7399,0.2073,13,0.879
"TQ36","Species 11",0,0.0799,0.7399,0.2073,14,0.946
"TQ36","Species 12",0,0.0799,0.7399,0.2073,15,1.014
"TQ36","Species 13",0,0.0799,0.7399,0.2073,16,1.081
"TQ36","Species 14",0,0.0799,0.7399,0.2073,17,1.149
"TQ36","Species 15",0,0.0799,0.7399,0.2073,18,1.216
"TQ36","Species 16",0,0.0799,0.7399,0.2073,19,1.284
"TQ36","Species 17",0,0.0799,0.7399,0.2073,20,1.352
"TQ37","Species 1",0,0.0813,0.7399,0.2043,1,0.068
"TQ37","Species 18",0,0.0813,0.7399,0.2043,2,0.135
"TQ37","Species 19",0,0.0813,0.7399,0.2043,3,0.203
"TQ37","Species 2",0,0.0813,0.7399,0.2043,4,0.27
"TQ37","Species 20",0,0.0813,0.7399,0.2043,5,0.338
"TQ37","Species 3",0,0.0813,0.7399,0.2043,6,0.405
"TQ37","Species 4",0,0.0813,0.7399,0.2043,7,0.473
"TQ37","Species 5",0,0.0813,0.7399,0.2043,8,0.541
"TQ37","Species 6",0,0.0813,0.7399,0.2043,9,0.608
"TQ37","Species 7",0,0.0813,0.7399,0.2043,10,0.676
"TQ37","Species 8",0,0.0813,0.7399,0.2043,11,0.743
"TQ37","Species 10",0,0.0813,0.7399,0.2043,12,0.811
"TQ37","Species 9",0,0.0813,0.7399,0.2043,13,0.879
"TQ37","Species 11",0,0.0813,0.7399,0.2043,14,0.946
"TQ37","Species 12",0,0.0813,0.7399,0.2043,15,1.014
"TQ37","Species 13",0,0.0813,0.7399,0.2043,16,1.081
"TQ37","Species 14",0,0.0813,0.7399,0.2043,17,1.149
"TQ37","Species 15",0,0.0813,0.7399,0.2043,18,1.216
"TQ37","Species 16",0,0.0813,0.7399,0.2043,19,1.284
"TQ37","Species 17",0,0.0813,0.7399,0.2043,20,1.352
"TQ38","Species 1",0,0.101,0.7399,0.1809,1,0.068
"TQ38","Species 18",0,0.101,0.7399,0.1809,2,0.135
"TQ38","Species 19",0,0.101,0.7399,0.1809,3,0.203
"TQ38","Species 2",0,0.101,0.7399,0.1809,4,0.27
"TQ38","Species 20",0,0.101,0.7399,0.1809,5,0.338
"TQ38","Species 3",0,0.101,0.7399,0.1809,6,0.406
"TQ38","Species 4",0,0.101,0.7399,0.1809,7,0.473
"TQ38","Species 5",0,0.101,0.7399,0.1809,8,0.541
"TQ38","Species 6",0,0.101,0.7399,0.1809,9,0.608
"TQ38","Species 7",0,0.101,0.7399,0.1809,10,0.676
"TQ38","Species 8",0,0.101,0.7399,0.1809,11,0.743
"TQ38","Species 10",0,0.101,0.7399,0.1809,12,0.811
"TQ38","Species 9",0,0.101,0.7399,0.1809,13,0.879
"TQ38","Species 11",0,0.101,0.7399,0.1809,14,0.946
"TQ38","Species 12",0,0.101,0.7399,0.1809,15,1.014
"TQ38","Species 13",0,0.101,0.7399,0.1809,16,1.081
"TQ38","Species 14",0,0.101,0.7399,0.1809,17,1.149
"TQ38","Species 15",0,0.101,0.7399,0.1809,18,1.217
"TQ38","Species 16",0,0.101,0.7399,0.1809,19,1.284
"TQ38","Species 17",0,0.101,0.7399,0.1809,20,1.352
"TQ39","Species 1",0,0.0735,0.7399,0.2188,1,0.068
"TQ39","Species 18",0,0.0735,0.7399,0.2188,2,0.135
"TQ39","Species 19",0,0.0735,0.7399,0.2188,3,0.203
"TQ39","Species 2",0,0.0735,0.7399,0.2188,4,0.27
"TQ39","Species 20",0,0.0735,0.7399,0.2188,5,0.338
"TQ39","Species 3",0,0.0735,0.7399,0.2188,6,0.406
"TQ39","Species 4",0,0.0735,0.7399,0.2188,7,0.473
"TQ39","Species 5",0,0.0735,0.7399,0.2188,8,0.541
"TQ39","Species 6",0,0.0735,0.7399,0.2188,9,0.608
"TQ39","Species 7",0,0.0735,0.7399,0.2188,10,0.676
"TQ39","Species 8",0,0.0735,0.7399,0.2188,11,0.743
"TQ39","Species 10",0,0.0735,0.7399,0.2188,12,0.811
"TQ39","Species 9",0,0.0735,0.7399,0.2188,13,0.879
"TQ39","Species 11",0,0.0735,0.7399,0.2188,14,0.946
"TQ39","Species 12",0,0.0735,0.7399,0.2188,15,1.014
"TQ39","Species 13",0,0.0735,0.7399,0.2188,16,1.081
"TQ39","Species 14",0,0.0735,0.7399,0.2188,17,1.149
"TQ39","Species 15",0,0.0735,0.7399,0.2188,18,1.217
"TQ39","Species 16",0,0.0735,0.7399,0.2188,19,1.284
"TQ39","Species 17",0,0.0735,0.7399,0.2188,20,1.352
"TQ40","Species 1",0,0.261,0.7401,0.1168,1,0.068
"TQ40","Species 18",0,0.261,0.7401,0.1168,2,0.135
"TQ40","Species 19",0,0.261,0.7401,0.1168,3,0.203
"TQ40","Species 2",0,0.261,0.7401,0.1168,4,0.27
"TQ40","Species 20",0,0.261,0.7401,0.1168,5,0.338
"TQ40","Species 3",0,0.261,0.7401,0.1168,6,0.405
"TQ40","Species 4",0,0.261,0.7401,0.1168,7,0.473
"TQ40","Species 5",0,0.261,0.7401,0.1168,8,0.54
"TQ40","Species 6",0,0.261,0.7401,0.1168,9,0.608
"TQ40","Species 7",0,0.261,0.7401,0.1168,10,0.675
"TQ40","Species 8",0,0.261,0.7401,0.1168,11,0.743
"TQ40","Species 10",0,0.261,0.7401,0.1168,12,0.811
"TQ40","Species 9",0,0.261,0.7401,0.1168,13,0.878
"TQ40","Species 11",0,0.261,0.7401,0.1168,14,0.946
"TQ40","Species 12",0,0.261,0.7401,0.1168,15,1.013
